user,rating,review,date,sentiment
Lundi Sibanda,5,"(Edits) Tiktok is now good because we are making money, and what makes us happy is that we are now visible abroad, people in the white countries of the world also know us because of TikTok, and tiktokers, we love you very much for making this application for us, thank you very much",8/6/2025 11:14,Positive
Gift Osanebi,5,i have been using this app for Long and Is perfectly good I used it to forget My problem I mean it massive,8/6/2025 11:14,Positive
Battsetseg,5,Гоё гэхдээ хайлт дээр муухай зүйлс гарч ирдэг,8/6/2025 11:13,Neutral
Haider Abbas,5,like,8/6/2025 11:12,Neutral
Syed Ali Abbas Naqvi,1,why are not updating option on TikTok from last 15days appreciate. please solve this issues. thanks,8/6/2025 11:12,Positive
Danielle Riley,5,best app ever,8/6/2025 11:12,Positive
Sharif Chang,5,tiktok team my all video foryou and account monitazation plezzz🙏🙏🙏🙏🙏🙏🙏🙏🙏,8/6/2025 11:12,Neutral
Aqeel Mehar,4,LaAZv,8/6/2025 11:12,Neutral
Amarh Bibi,5,HASSAN KIANG FUll 313.,8/6/2025 11:11,Positive
Maria Khan,1,"Hi TikTok Team, Due to a gap in my regular posting, my account seems to have been frozen or is not getting any reach. I kindly request you to review and unfreeze my account. I'm now fully committed to staying active and following all the guidelines. Thank you for your understanding and support!""",8/6/2025 11:11,Positive
Påp Løw,5,I Like this and the person who created it God bless him/her,8/6/2025 11:11,Neutral
Abdullatif Abdullatif,5,Live,8/6/2025 11:10,Positive
Jayden O Hanlon,5,its good,8/6/2025 11:09,Positive
QAIM ABBAS,5,good,8/6/2025 11:07,Positive
Bee vlog,5,good,8/6/2025 11:06,Positive
Adnan Danyal,5,nice app,8/6/2025 11:05,Positive
Sharmin Sultana,1,Nice app💚💚,8/6/2025 11:04,Positive
Robert Cicchitelli,3,System not uninstaling this app for 3 weeks now,8/6/2025 11:04,Neutral
Angela,1,d ta so it's so do hmm so it we to j ta see u,8/6/2025 11:03,Neutral
Олександр Стріянович,1,"So saying, ""You're ukrainan, you all are nazis"" is okay, isn’t hateful, but ""are you mad?"" is an insult and should be banned. Fantastic ! I wish I could give you less than one star",8/6/2025 11:03,Positive
Joseph Muchela,5,best experience,8/6/2025 11:02,Positive
Mariam Fathy,1,بيهنج بطريقه غريبه اوي وبيهنج الموبايل كلوو معاه ومش بيرضاا يفتح اصلا,8/6/2025 11:01,Neutral
Ogundoju Mercy,4,Wonderful experience so far Nice app to have fun,8/6/2025 11:01,Positive
Hadarali Hadar,5,please open the tik Tok,8/6/2025 10:58,Neutral
hamza abbasi,5,uselessness,8/6/2025 10:58,Neutral
Sam Liberty,1,it kills mindset,8/6/2025 10:57,Neutral
Yeshi Jurmi jamstho,5,comment about the best photo,8/6/2025 10:57,Positive
Natalie Don't,5,علی,8/6/2025 10:55,Neutral
Usman Alli,5,wow 😲😲,8/6/2025 10:54,Positive
Aman Kahral,5,Allah is tiktok sa chutkara sab musalmanon ko da,8/6/2025 10:54,Neutral
Mk Salauddin,5,MY fvrt apps❤️❤️,8/6/2025 10:51,Neutral
Md Sporsho,5,যা হড,8/6/2025 10:46,Neutral
Yamkela Gcwabe,5,It is working fine and I am Soo inspired by videos in this tik tok,8/6/2025 10:46,Positive
Khan King,5,Free girl you are there and then love you,8/6/2025 10:46,Positive
Simon Tumwine,1,why can't I comment with a photo in the comments section,8/6/2025 10:45,Neutral
Md Dipa,5,কহব লিগ পরজ বপন করা হবে এমন একটা ব্যাপার স্যাপার মাফিয়াদের সংগঠণ জুটন হাচ পেজ জিহ জাজ হয়ে চলে গেছে পেজ ব্রিন পরে আবার ধাপ একটা চড়ন হয়ে চাপ চাপ চপল প্রেম চট্টগ্রামে চাপ দিয়ে যায় এমন একটা কথা না এটা নিয়ে কথা না কথা হটহট পটহনিনাদ টহলকারী চেয়ে জটিল মনে না পারে বলে মাপা যায় ধাপ চলে যায় এটা নিয়ে বাটপারির পক্ষে ধাপ চলে পাগলের কাজ আবহ,8/6/2025 10:45,Neutral
Robert Crowley,2,"Full of spam accounts, Lags out Mid-low tier phones. Lastly it's user interface could use a overhaul. Bit to bland tbh. Shows trans stuff on here yuck!",8/6/2025 10:42,Positive
Mehdi raza,5,tik tok is the best plz 🙏 tik tok vira my video's and unfreeze my account,8/6/2025 10:42,Positive
Ssekate Yuda,5,Uganda,8/6/2025 10:41,Neutral
Matt A,1,Most recent update sent my phone into restart loop. It only stopped when I uninstalled the app,8/6/2025 10:40,Positive
Sudais khan Sudais,5,happy Eid Mubarak,8/6/2025 10:38,Positive
Monera atinafu,5,Fa,8/6/2025 10:35,Neutral
Roheelg King,1,This app is not work perfectly when I'm opening the TikTok app is not open after many times tipping on the app then it's open and work,8/6/2025 10:33,Positive
Shamim Akhtar,5,this app is my mind set is very cool this is my favorite I like them TikTok app,8/6/2025 10:33,Positive
Keatlegile Molosi,5,fabulous app 🥰🥰🥰🤙🤌🤟,8/6/2025 10:32,Positive
M Sajjad,5,Fantastic app,8/6/2025 10:28,Positive
Khan Khan Abid abid,5,fy fy fy my All videos please 🙏. Unfreeze my account please saport me,8/6/2025 10:26,Neutral
Kayode Alege,5,This app this great but I want to know how to make money from this app because most people has many followers but are not getting paid,8/6/2025 10:25,Positive
shahed ali,5,shahedalii,8/6/2025 10:24,Neutral
Ayanda Gwele,1,"Always glitching ... Every once a week, won't open and I gotta uninstall it and reinstall",8/6/2025 10:23,Neutral
Lindsay,1,I've lost count of how many times I've had uninstall and reinstall the app because I couldn't open it at all and it's not a problem with my phone either,8/6/2025 10:23,Positive
Ayesha Khan,5,just too simply good,8/6/2025 10:18,Positive
Jhozaar Wakama,5,very nice app and very entertaining,8/6/2025 10:18,Positive
areej abbas,5,This is app is wonderful,8/6/2025 10:17,Positive
Nurhssen hossenNur,5,Nur Hossen,8/6/2025 10:16,Neutral
Zayn Islam,5,"Love it, so entertaining and i can communicate with friends so easily",8/6/2025 10:16,Positive
Masud Alom,5,ok,8/6/2025 10:16,Positive
Tuser Hossain,5,good,8/6/2025 10:16,Positive
Fawad Khan,5,my fevrite apps only use tik tik I like it😷,8/6/2025 10:15,Neutral
Whitney Wanjiku,1,the app isn't opening and taking to time to open,8/6/2025 10:14,Neutral
Manal Aboudawod,5,كتييير بعلق وما عم يظبط معيييييي😡😡,8/6/2025 10:14,Neutral
Millicent Kemunto,5,A great app.When bored it comes in handy,8/6/2025 10:12,Positive
Nelya Kdm,5,I love it,8/6/2025 10:11,Positive
Tyler Butler,1,"Tiktok is cultivating a hostile environment that is becoming more and more unsafe for people in the real world. Any comments I make are immediately blocked whether they're bad or not. I won't lie and say that some of the things are understandable but others are just statements and not aimed towards anyone. I come across very hateful posts regularly and I report every single one only for Tiktok to say "" doesn't violate community guidelines"" There's no free expression anymore.",8/6/2025 10:06,Positive
Danish Ali,5,This is very real app and easily collect coin 🪙 withdraw easy and payment success within 24hours 😍💕🥹😍,8/6/2025 10:05,Positive
Abir,5,this is a best apps,8/6/2025 10:03,Positive
Abdullah Abdullah,5,nice,8/6/2025 10:03,Positive
Lea Smith,1,I have been on tiktok since 2021 but recently there's been a bug that kicks me out of tiktok whenever I try getting in so I would always have to install it and uninstall it I would like for you guys to fix you bug please and thank you,8/6/2025 10:00,Neutral
Jami Qureshi,5,very nice,8/6/2025 9:59,Positive
Muhammad Abdur Rehman,5,个哦哦的,8/6/2025 9:58,Neutral
Shehbaz Ahmad,5,Vearry good,8/6/2025 9:56,Positive
MLik Qadeer,3,for you,8/6/2025 9:56,Neutral
Kinda Hazem,1,بيقفل كل شويه و لازم اقوم امسحو و ارجع انزلو تاني,8/6/2025 9:56,Neutral
Fatima Hassan,1,Good not very good,8/6/2025 9:55,Positive
Md Rifat,4,চতচত,8/6/2025 9:53,Neutral
mehak chahal,1,"I don't like Tik tok Because every time I use this app, my focus gets completely distracted and takes me away from my work.",8/6/2025 9:53,Positive
Judith Johnston,5,look for my fun video with my busy Duggy! I enjoy stater shop !!!,8/6/2025 9:53,Positive
Lal Baloch,5,mukhtiar blouse gggffhnbbhghhh,8/6/2025 9:52,Neutral
Talha Janeman,5,Happy 😁😁,8/6/2025 9:51,Positive
Abdul nabi Baloch,5,😌👈🏻🙏🏻🙏🏻🇩🇯✌️✌️✌️♥️♥️,8/6/2025 9:50,Neutral
Wojciech Gornicki,1,worst app ever made,8/6/2025 9:47,Negative
Abdulfatah Ameir,5,TikTok it's entertaining,8/6/2025 9:45,Positive
Aliakbar,5,good,8/6/2025 9:40,Positive
Steve Ambrosio,1,"Old News is being presented. The algorithm is being changed for narratives. I'm in 2025, having old videos from 2023-2024 pop up during ""real-time"" events happening. Live video being introduced based on old algorithms, which means my information is late and replies are false.",8/6/2025 9:39,Negative
Haziqah Shamri,3,"Ut doesnt work without wifi, it also need to be updated so many times",8/6/2025 9:39,Positive
Rob,4,"veryimpotantokve at yjadedaedtuiojijii,😆😃😀",8/6/2025 9:39,Neutral
Earl Wilks,5,good,8/6/2025 9:38,Positive
Aleksandr Yanyuk,1,"If you dont have democratic views. tiktok will censor everything you say, laws have changed and they dont care if what you say is according to the law they will censor you.",8/6/2025 9:38,Neutral
Mpilo Ndlovu,5,I love tiktok and I wish to have more like and followe,8/6/2025 9:38,Positive
Dgfr fftt,5,hhahah,8/6/2025 9:38,Neutral
Biruktawit Dereje Berry,5,it app is best,8/6/2025 9:37,Positive
Hemeka Talukdar,5,tik tok 👍,8/6/2025 9:37,Neutral
Γιώργος Τσέλιος,5,🪫🥀💔,8/6/2025 9:35,Neutral
Abu Sayed,1,most useless and unnecessary app in whole world. 🤮,8/6/2025 9:29,Negative
Muhammad Afzal,1,badfull experience not open tiktok something went problem,8/6/2025 9:29,Neutral
Waris Ali,5,5352 F,8/6/2025 9:27,Neutral
Malik Maliksabir,5,said he,8/6/2025 9:27,Neutral
Wahab Ali,5,perfect,8/6/2025 9:26,Positive
Sans Skeleton,1,"it's okay, but when I spend a few minutes scrolling through videos it resets me to the one I already watched and repeats all of the videos I just scrolled past, and once I think this weird glitch loop is done and rest on one video it takes me back to the same place and I have to scroll past the same videos over and over again, it gets to a point where I have to close the app and reopen it. very annoying.",8/6/2025 9:24,Negative
khuram younas,5,awesome,8/6/2025 9:23,Positive
Grisbeiri Vargas,4,"it stopped working so I uninstalled it and reinstalled it, when I was entering the application it was on the loading screen for 20 minutes and then my phone turned off completely and it got really glitchy",8/6/2025 9:22,Positive
Ken Evans,5,This app is so great You should try it!,8/6/2025 9:22,Positive
Martin Deliaj,5,👍,8/6/2025 9:20,Neutral
Dorje Lama,5,like cmt done 1000k,8/6/2025 9:20,Neutral
Mahar shahzar Shahzar,5,tiktok plz my help me to live on Karen ma help kra,8/6/2025 9:19,Positive
Maria Walker,5,good,8/6/2025 9:18,Positive
Ybaa Saneesh,1,good,8/6/2025 9:18,Positive
Samuel Ezekiel,5,good,8/6/2025 9:17,Positive
Maria Dolores Montenegro,5,fas respont,8/6/2025 9:17,Neutral
sinha sinha,5,টিক টক,8/6/2025 9:16,Neutral
Rabnwaz,5,I want live,8/6/2025 9:15,Positive
mariduniya tum ho.T,5,good,8/6/2025 9:15,Positive
Nazmul islam,1,tell us that how we can Last Appeal of tiktok when our Appeal Also not Approved tiktok Your Queries appeal not approved tiktok Tiktok banned account How to recover permanently banned tik tok Accoun We review your appeal tiktok...more,8/6/2025 9:14,Neutral
Usman Ghani,5,ok,8/6/2025 9:14,Positive
Zaid Rajper,5,Excellent,8/6/2025 9:12,Positive
Natalie Griffiths,1,keeps crashing after 3 videos,8/6/2025 9:11,Neutral
Mdsaiful Islam,5,good,8/6/2025 9:10,Positive
Hadomi Tsougkrani,5,"It's an awesome app, with great lives.",8/6/2025 9:09,Positive
Asad Shah,5,Viral full trending,8/6/2025 9:09,Positive
Muhammad Hashim,1,chotia,8/6/2025 9:08,Neutral
Ahad Ali,1,"I have an issue with TikTok.i am from Pakistan but the region on TikTok is Russia,I couldn't watch Pakistani videos, language is unfamiliar also their content. could you plz assist me how to solve this issue?",8/6/2025 9:08,Neutral
Aguek Wes,5,Let's enjoy the world,8/6/2025 9:08,Positive
Natasha Islam,5,এটি অনেক ভালো একটি app.,8/6/2025 9:06,Neutral
Retaj Waleed,5,انا بحب تيك توك,8/6/2025 9:05,Neutral
Muhammed Naeem,5,naeem uu,8/6/2025 9:05,Neutral
Graham Dunn,2,won't open on the videos linked to me,8/6/2025 9:05,Neutral
LaLa Mahan Sarkar LaLa Mahan Sarkar,5,good thing 😃😃😃😃😁😁😁😁,8/6/2025 9:04,Positive
Kyla Reed,5,I love TikTok but I hate it when I'm watching a video mid video it pauses and then when i school all the other videos are frozen and not playing idk if its js my device or a bug.,8/6/2025 9:03,Negative
Saifeddine Ferras,5,Excellent,8/6/2025 9:02,Positive
Faizan Shabhir,5,Faizanbaloch,8/6/2025 9:02,Neutral
Kathryn White,5,2 hackr Tommy even Chris Bartow,8/6/2025 9:01,Neutral
Rd Sg,5,محبت,8/6/2025 9:00,Neutral
Oliver Groom,3,goodish,8/6/2025 8:59,Neutral
Loyalty Loveme,5,absolutely love tik tok,8/6/2025 8:59,Positive
ArslanAhmad ArslanAhmad,5,Ahmed Baig 299,8/6/2025 8:57,Neutral
Khan Ka marrjd,5,dejaeja dadajadabaha wahasebadahadah awabxajahaxjsa hai do to,8/6/2025 8:57,Neutral
Mostafa Shaban,5,تطبيق فوق الممتاز,8/6/2025 8:56,Neutral
Rizwañ Khan,2,TikTok is a better app for vedios all over the world I appreciate it but there is a big or important problem that's when user search on TikTok for something or information vedio audio photo or other information TikTok share only vedios or visual information not written it need to share written information about the specific questions for example someone asks: who's the new prime minister of china TikTok answers only in vedio form not in written form so I want to have this feature on tktok.,8/6/2025 8:55,Positive
Parkas pujani,3,Ponjani Bheel,8/6/2025 8:55,Neutral
Sebastian Ponea,3,let me send photos lil bro 😭🙏,8/6/2025 8:55,Neutral
Ayesha,3,hello TikTok team please unfreez my account name umarkizoja01 please 🥺 no view on my account,8/6/2025 8:55,Neutral
Arman Kashif,5,Please tiktok unfreeze my tiktok account I am start the best content of on Tiktok Please check my account and unfreeze thanks Tiktok User name (@alquran7566) Please tiktok unfreeze my tiktok account,8/6/2025 8:54,Positive
Bohlale,5,it's a very good app I don't have much to say,8/6/2025 8:52,Positive
Ian Ruto,5,a fantastic app,8/6/2025 8:52,Positive
Abbas khan,5,Meri tiktok top Mela,8/6/2025 8:51,Positive
Bento Antunes de Sousa,2,"j'ai pas toutes les fonctionnalités, comme envoyé des sticker et des photos en commentaire et ça le déplait fortement, jusqu'à ce que je n'aurais pas cela je secondes l'application",8/6/2025 8:51,Neutral
saima butt,4,Allah's Blessed you,8/6/2025 8:50,Neutral
Mohammed Riswan,5,Thanks for your suport,8/6/2025 8:48,Positive
Hicham Mebarki,1,laggy af,8/6/2025 8:46,Neutral
HSJL,1,"my tik tok just stopped working. so turning my device off and back on it did nothing . I cleared the cached it did nothing. I un-installed the app and tried to re-install but it stopped at the 1st stage at 87%. So now I give up. I had been using the app for approximately 4 weeks without any real issues that I was aware of. It took me years to use this app and when I did finally, it just stopped working so I am really not impressed by this app.",8/6/2025 8:45,Negative
Daniyal,5,🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,8/6/2025 8:44,Neutral
Md.Hossen Ali,5,ok,8/6/2025 8:43,Positive
futsum are,5,taypoppp,8/6/2025 8:42,Neutral
Sanaullah Shar,5,sanaullahshr,8/6/2025 8:42,Neutral
MUDDASSAR38,1,New version slow uplouding,8/6/2025 8:42,Negative
Malik Umair,5,please on my tiktok,8/6/2025 8:41,Neutral
Kids Playing2413,1,i have a bug that if tiktok updates it will not open until i reinstall it Update: it got worse like every two days my tiktok is just cloaing itself after i click on it so please fix this,8/6/2025 8:39,Negative
Pasuwar PLOVE,5,the best social media platform,8/6/2025 8:39,Positive
Robert Frankie's Welty,5,I will al-😍,8/6/2025 8:38,Neutral
Bilal Ashfaq,5,Excellent app,8/6/2025 8:38,Positive
Muhammad Zubair,1,good app,8/6/2025 8:37,Positive
JhonRobert Montellano,1,nasaan anak nmin labas moo,8/6/2025 8:31,Neutral
steve 777,1,I don't want to have anything to do with TikTok so please stop sending me adds about it I use YouTube and Rumble,8/6/2025 8:30,Neutral
Mithila Akter,5,Ilove you,8/6/2025 8:30,Neutral
Aimerance Tshimbi,4,Too many ads,8/6/2025 8:29,Positive
Md Minhaz,5,nice,8/6/2025 8:29,Positive
sadiqur rahman,4,good,8/6/2025 8:29,Positive
Ivy Mpe,5,Incredible,8/6/2025 8:28,Positive
sagar boota,5,sagar live video please help me ok thank you g,8/6/2025 8:27,Positive
Multaha Islam,5,্‌জ উউফজ্জফুউউসজ,8/6/2025 8:25,Neutral
Gobardhan Bohara,1,Goodwood,8/6/2025 8:22,Neutral
Samuel Ayodeji,5,Love this app,8/6/2025 8:22,Positive
Amir Amir,5,huiio,8/6/2025 8:21,Neutral
Kek OnTheWorld,1,will get you addicted,8/6/2025 8:20,Negative
Waqas Khan,5,"Dear TikTok Support, I am writing to urgently request the unfreezing of my TikTok account, [mxwaqas32]. I believe my account was frozen in error, as I have always followed TikTok’s guidelines. I rely on TikTok to connect with my followers, and its suspension has greatly impacted me. Please review my account and reinstate its functionality as soon as possible. TikTok team unfreeze my account plzzzz 💔Hi TikTok team unfreeze my account plzzzz support me plzzzzzz unfreeze my account plzzzz like and",8/6/2025 8:19,Positive
Hamza Ali,5,TikTok live,8/6/2025 8:18,Positive
Waqar Ahmed,1,Very bad,8/6/2025 8:18,Negative
Zakir Khan,5,Zufhsxky ce ivyufisv. Heivyyo,8/6/2025 8:18,Neutral
Mian Farhan,5,good 👍,8/6/2025 8:16,Positive
Anane Nelson,5,Nicr,8/6/2025 8:14,Neutral
Sharon Claybourn,5,very good app,8/6/2025 8:14,Positive
Ali Akbar Wala jutt 356,3,for you please 🙏🙏🥺🥺🥺🙏🥺🙏🥺🥺🙏,8/6/2025 8:13,Neutral
Nonhlanhla Dlamini,1,discusting information,8/6/2025 8:11,Neutral
Swapon Amin,5,good,8/6/2025 8:11,Positive
Flex Moni,4,This app is really good ohh,8/6/2025 8:09,Positive
Mr Qadeer,5,please 1000 likes,8/6/2025 8:08,Neutral
Dwight Underwood,1,my tiktok keeps crashing yall need to find out what the hell I'd going on until then I'm giving yall one star good bye,8/6/2025 8:08,Positive
Ammar Shahzad,5,No views no followers no monotize my channel I want views followers likes plz,8/6/2025 8:06,Neutral
Sunjo Bless,5,i love this app it makes people laugh and it even pay you,8/6/2025 8:06,Positive
Md Mafus mia,1,nich,8/6/2025 8:04,Neutral
Zia Rehman,5,Haroon,8/6/2025 8:04,Neutral
Niavash Fatolahi,5,"really good app but start giving out photo and gif comments to everyone, not just people who delete and redownload the app",8/6/2025 8:00,Positive
Emiloju Marvellous ayobami,5,I love it,8/6/2025 8:00,Positive
Haseebali Haseeb,5,live,8/6/2025 7:59,Positive
Olatunji Oyinkansola,2,Its a great app. But recently it lags and i have to uninstall and install the app before I use it. The live button isn't available for me and it's asking me to appeal to do anything and even if I try it won't work.,8/6/2025 7:58,Positive
Kaderksa Kaderksa,1,হুু,8/6/2025 7:58,Neutral
Ryder,5,nice,8/6/2025 7:54,Positive
Jiya Rahman,3,রডরথহরফর ররড়ররডরঢথ,8/6/2025 7:51,Neutral
adegoke adeyemi,5,"Is the photo comment true, tiktok reply me please",8/6/2025 7:49,Positive
Manjam Sittin,5,TikTok is the best,8/6/2025 7:47,Positive
Victor Eddie,5,The Most downloaded App in the world,8/6/2025 7:46,Positive
Gabriel Thiam,5,Very exciting experience,8/6/2025 7:45,Positive
Rehan Khan,5,🤍,8/6/2025 7:45,Neutral
Adnan Ali,2,"Dear TikTok Support Team, I hope this message finds you well. I am writing to request assistance regarding my TikTok account, which appears to have been frozen or restricted. My account username is [Adnan Asif Baloch ]. I am unsure of the exact reason behind this action and would greatly appreciate it if you could provide any clarification. I always strive to follow TikTok’s community guidelines and terms of service, and if any content was found to be in violation, I sincerely apologize and a",8/6/2025 7:45,Positive
felisita corral,1,this app for tablets and phones has bugs and they payment systems and adding to the wallet and also it's not showing well on phone or tablet please fix all bugs I try to pay won't work either please fix all,8/6/2025 7:44,Neutral
Jeez Og,5,"Tiktok gives me freedom of an online community, which is very strong, like the one I had in real life. thank the tiktok algorithm. now i can use my talent to make a living without being struggling",8/6/2025 7:44,Positive
Mpho Joseph Makushu,1,no live,8/6/2025 7:44,Negative
Daisy Aldaine (Derivation),1,"laggy, unusable, full of people who idealise self-harm, bullying, and cruelty. The go-to place if you want to be called 5 slurs in a row and then be told to buy a $50 pack of 'digital gifts' because you came across a live stream of some 50 year old man getting off.",8/6/2025 7:43,Positive
Amy Garcia,3,Tiktok should really look into what they do and don't count as a violation of their community guide lines.,8/6/2025 7:42,Positive
Judith Mumbuluma,5,it's so amazing and relaxing 😎 the best than YouTube so keep it up yalllll😂🤯🤯🤯🤯🤯🤯🤯🤯 download TikTok video their tiktoks are amazing 😻😻😻,8/6/2025 7:40,Positive
Isaac,1,biased actions they are removing my comments but leave others that align with them,8/6/2025 7:40,Neutral
Mok Ram,5,Hyi Bf Gf Kg,8/6/2025 7:39,Neutral
Vache Chubinidze,1,I can't post photos I am so angry make so I can photo comment... I hate y'all my all friends have that stupid photo button give me the stupid photo comment ability,8/6/2025 7:38,Negative
Jessicook,1,"my comments are white on dark mode, Ive had to verify myself as human like five times this past hour to OPEN the comment section, and I've experienced a ton of crashes/lag that it's unusable.",8/6/2025 7:37,Positive
Charmaine Phiri,5,I like it,8/6/2025 7:36,Neutral
shafiq ahmad,5,hi so nice,8/6/2025 7:36,Positive
mr King,1,Hello Tik Tok Team I have been working hard on Tik Tok for quite some time and have been posting very good videos. Please check my account and unfreeze thanks Tiktok Username (Sidar.queen......... ) my gmail (ddwysfvxtczrvjxfibdf ..........),8/6/2025 7:35,Positive
RaheemaBibi,5,I can't say in words 🥰😚,8/6/2025 7:35,Neutral
Tuhin Tuhin,5,onek vallo,8/6/2025 7:34,Neutral
Taja Vesel Lah,4,they ban you for no reason 🙄 but its great and funny,8/6/2025 7:30,Positive
AbdulRahmanSolangi Kamret,1,for you,8/6/2025 7:30,Neutral
Wilson Nosakhare,5,best,8/6/2025 7:30,Positive
Monir Vai,5,nice app,8/6/2025 7:30,Positive
Bethel Brian,1,App notifications see,8/6/2025 7:29,Neutral
Muhammad irfan,5,Super engaging and entertaining! Short videos with powerful creativity and a highly interactive community make this a top social app.,8/6/2025 7:28,Positive
kobir Hossain,5,🤣🤣🤣🤣,8/6/2025 7:27,Neutral
Ivy,5,it is a very good app you can post and update ppl on ur life you can post capcut edits I post capcut edits on here and there are but not a lot.,8/6/2025 7:25,Positive
Marshall Hadwin,1,"I really hate that you can't dismiss that little annoying text on the screen that says ""this person reposted"" it gets in the way and pisses me off, Can you at least let us dismiss it or not?",8/6/2025 7:25,Negative
Gull Khan,1,Tiktok not good application when I upload video then always ( under review) why🤔💔,8/6/2025 7:24,Negative
Md Hanif,5,tiktok best 🌺,8/6/2025 7:22,Positive
Muhammad Khan,3,Good 👍 app,8/6/2025 7:21,Positive
Tousif Khan,5,please TikTok team my account unfreeze but My video for you please TikTok team my TikTok account unfreeze and 🆔 name. photoediting37 please My account viral my video viral please please please please please please please 🙏🙏🥺🥺🙏🙏,8/6/2025 7:20,Neutral
Ali Baloch,1,earning nahi ho rahi he,8/6/2025 7:20,Neutral
Ubaidullah Khan,5,ubaid Kahin,8/6/2025 7:18,Neutral
Hena Khatun,5,good,8/6/2025 7:16,Positive
ukakaji ukaka,5,enjoyment berekete here l dey enjoyed it is good,8/6/2025 7:15,Positive
Md Samiyur,5,good 👍,8/6/2025 7:13,Positive
Zen Ali,1,UN freeze my account 😭😭😭,8/6/2025 7:13,Neutral
Md Khairul,1,good app,8/6/2025 7:11,Positive
Shahid Sarkaar,5,I like it,8/6/2025 7:10,Neutral
Ytf Islam,5,like ti's 🤗🎀,8/6/2025 7:10,Neutral
Rocky Sheikh,5,Boys King shakib Faridpur,8/6/2025 7:08,Neutral
Adeela Nasir,5,it's brilliant,8/6/2025 7:04,Positive
Chinedu Amah,5,streem live,8/6/2025 7:03,Positive
Said Muhammad AFD,5,appreciate TikTok app,8/6/2025 7:02,Neutral
Elizabeth Garcia,1,"this app does nothing but promote racism and bigotry. they allow comments that are extremely racist but once you respond since tiktok does nothing about it, they immediately flag and strike your account. Frankly, if this is how it's going to be, then maybe it doesn't really need to be brought back once the government takes it down.",8/6/2025 7:02,Negative
Prinz Jai,5,❤️❤️i loves tiktok its very nice for me 💖🇫🇯😍,8/6/2025 7:00,Positive
Rawda Salah,5,love it 😍,8/6/2025 6:59,Positive
Nuzla,4,"tik tok is an entertaining app but sometimes can also be dangerous to kids in my opinion l love tiktok I learn life hacks,entertains me and also makes me be creative.i have remove a star because it can be dangerous to kids",8/6/2025 6:57,Negative
Noor Islam,5,مائی لائف ٹیکٹوک,8/6/2025 6:55,Neutral
Mdakhtarraza Malek,5,wow that's amazing app,8/6/2025 6:55,Positive
Sarah Khalil,2,after the new update the person I'm always interacting with in my DM isn't on the send to option and the press hold isn't making the video move faster,8/6/2025 6:54,Positive
Rn Oz,1,"they allow hate speech and harassment towards non-white users, and frivolously censor content creators of color.",8/6/2025 6:54,Negative
মেগলা আকাশ,5,অসাধারণ,8/6/2025 6:54,Neutral
Md Jumman,5,nice,8/6/2025 6:52,Positive
Mudsair Khan,5,10k follow,8/6/2025 6:51,Neutral
Unais Khan,1,unaus hcj,8/6/2025 6:50,Neutral
Ali Hamzajutt,5,nice,8/6/2025 6:47,Positive
imranwatto imran,5,good,8/6/2025 6:47,Positive
Nonoe Ncueee,1,Can't open my tiktok,8/6/2025 6:43,Neutral
hassan khan,5,good,8/6/2025 6:43,Positive
Yakau Verameyeu,1,Completely unusable unless you sign in and accept that your data is sent everywhere 24/7,8/6/2025 6:42,Positive
wendy japhet,5,"I love it it,s so borrinf",8/6/2025 6:42,Positive
Natasha Musonda,1,It's extraordinary Even though it's gives me problems,8/6/2025 6:41,Positive
Imran Khan,3,nice,8/6/2025 6:40,Positive
Erick Maina,5,gerogerous affirmative attract sophistication official the Al.. may be God blessings musk. 🌶️🌶️🌍🚀,8/6/2025 6:39,Positive
Asim Khan,5,Good 😊,8/6/2025 6:37,Positive
Goa Vjduse,5,Thank you baby,8/6/2025 6:37,Neutral
Oliver Nandutu,5,I like this app so much 😍😍😍🙌,8/6/2025 6:36,Positive
Md Melon,5,good,8/6/2025 6:35,Positive
Shehroz Sajjad,5,know if you need anything let me know when you get the legend of Zelda breath of the wild movie ke liye ₹100 to get the legend Kya hova you so much for the legend of Zelda breath of the Kya kare kare kare kare kare kare kare kare you want me know when you want to get together soon as you get a Rahi hai sir you are fine to me know what time works okay bye bye 👋🏿 you want me to do to fir the wild and brother phir ni no Kuni to be a little more about the wild movie ke sath Mera gfi😂😂😂,8/6/2025 6:33,Positive
Syed abdul wahab 786,5,2025 5 5 ♟️Please switch off new for you📥You have a video I like and I love you I Tik Tok yaar tik tok heavy propose I heavy videos please Tiktok please I leave you,8/6/2025 6:33,Positive
Hama balaky Hama balaky,5,ok,8/6/2025 6:32,Positive
Udaiya Udaiya,5,good,8/6/2025 6:32,Positive
Lota Akter,5,Nil pori,8/6/2025 6:32,Neutral
Malik Imrankhan,1,not view and like so sad,8/6/2025 6:31,Negative
Qadeer Khan,4,Good,8/6/2025 6:30,Positive
ebony mihz,1,"On the tiktok app ,if someone send me a message,it tells me that ""This message is not supported. Update your app to view this message. Download"" I tried updating my tiktok but it's not working,after downloading to 100, it tells me to come back to update again,it never opens..... what's going on pls?",8/6/2025 6:30,Neutral
Ambia Ambia begum,2,not bad,8/6/2025 6:27,Positive
AHT 907,5,My experience is very good.,8/6/2025 6:26,Positive
